# step source loss verdict alpha
536 0 2.3315 PASS 1.000
537 0 2.1896 PASS 1.000
538 0 2.3153 PASS 1.000
539 0 1.9325 PASS 1.000
540 0 2.1541 PASS 1.000
541 1 2.2071 PASS 1.000
542 0 2.1146 PASS 1.000
543 0 2.1810 PASS 1.000
544 0 2.0822 PASS 1.000
545 0 2.0176 PASS 1.000
546 0 2.2099 PASS 1.000
547 0 1.8542 PASS 1.000
548 0 2.2319 PASS 1.000
549 0 2.3230 PASS 1.000
550 0 2.4448 PASS 1.000
551 0 2.2727 PASS 1.000
552 0 1.9726 PASS 1.000
553 0 2.1395 PASS 1.000
554 0 2.5005 PASS 1.000
555 0 2.4046 PASS 1.000
556 0 1.9632 PASS 1.000
557 0 1.9322 PASS 1.000
558 0 2.4754 PASS 1.000
559 1 2.1906 PASS 1.000
560 0 2.2980 PASS 1.000
561 0 2.0167 PASS 1.000
562 0 1.9430 PASS 1.000
563 0 1.8972 PASS 1.000
564 0 2.6990 PASS 1.000
565 0 2.1562 PASS 1.000
566 0 2.1827 PASS 1.000
567 0 2.1206 PASS 1.000
568 0 1.9988 PASS 1.000
569 0 2.1943 PASS 1.000
570 0 2.5752 PASS 1.000
571 0 2.2769 PASS 1.000
572 0 1.9112 PASS 1.000
573 0 2.2227 PASS 1.000
574 1 2.4538 PASS 1.000
575 0 1.8133 PASS 1.000
576 0 2.2084 PASS 1.000
577 0 2.1162 PASS 1.000
578 0 2.2496 PASS 1.000
579 0 2.7113 PASS 1.000
580 1 2.2156 PASS 1.000
581 0 2.3849 PASS 1.000
582 0 2.3309 PASS 1.000
583 0 2.2254 PASS 1.000
584 0 2.0763 PASS 1.000
585 0 2.4050 PASS 1.000
586 0 2.3735 PASS 1.000
587 0 2.1821 PASS 1.000
588 0 2.2081 PASS 1.000
589 0 1.9981 PASS 1.000
590 0 2.2035 PASS 1.000
591 0 2.1107 PASS 1.000
592 0 2.0156 PASS 1.000
593 0 2.0403 PASS 1.000
594 1 2.2993 PASS 1.000
595 0 1.7828 PASS 1.000
596 0 2.0591 PASS 1.000
597 1 2.1779 PASS 1.000
598 0 1.9694 PASS 1.000
599 0 2.1835 PASS 1.000
600 1 2.2483 PASS 1.000
601 0 1.9051 PASS 1.000
602 0 1.9847 PASS 1.000
603 0 2.0934 PASS 1.000
604 0 1.9904 PASS 1.000
605 0 2.2149 PASS 1.000
606 0 1.7637 PASS 1.000
607 0 2.3368 PASS 1.000
608 0 2.1618 PASS 1.000
609 0 2.5387 PASS 1.000
610 0 2.2932 PASS 1.000
611 0 2.2032 PASS 1.000
612 1 2.1625 PASS 1.000
613 0 2.3821 PASS 1.000
614 1 1.9714 PASS 1.000
615 0 2.2787 PASS 1.000
616 0 2.1633 PASS 1.000
617 0 2.1803 PASS 1.000
618 0 2.3265 PASS 1.000
619 0 2.0683 PASS 1.000
620 0 2.3041 PASS 1.000
621 0 2.4509 PASS 1.000
622 0 2.1667 PASS 1.000
623 0 1.9071 PASS 1.000
624 0 2.2745 PASS 1.000
625 0 2.1605 PASS 1.000
626 1 1.7557 PASS 1.000
627 0 2.3224 PASS 1.000
628 0 2.1780 PASS 1.000
629 0 2.1224 PASS 1.000
630 0 2.2241 PASS 1.000
631 0 2.3162 PASS 1.000
632 0 2.1155 PASS 1.000
633 0 2.2691 PASS 1.000
634 0 2.0282 PASS 1.000
635 0 2.5942 PASS 1.000
636 0 2.2215 PASS 1.000
637 0 1.9256 PASS 1.000
638 0 2.1521 PASS 1.000
639 0 1.8553 PASS 1.000
640 0 2.3998 PASS 1.000
641 0 2.4513 PASS 1.000
642 0 2.1650 PASS 1.000
643 0 2.1257 PASS 1.000
644 0 2.1403 PASS 1.000
645 0 2.0648 PASS 1.000
646 0 1.9911 PASS 1.000
647 0 2.3632 PASS 1.000
648 0 1.9797 PASS 1.000
649 0 1.9154 PASS 1.000
650 0 2.0315 PASS 1.000
651 0 2.5156 PASS 1.000
652 0 2.0476 PASS 1.000
653 0 1.9966 PASS 1.000
654 0 1.7447 PASS 1.000
655 0 2.2748 PASS 1.000
656 0 2.0280 PASS 1.000
657 0 2.0946 PASS 1.000
658 0 1.9059 PASS 1.000
659 0 2.4151 PASS 1.000
660 0 2.4641 PASS 1.000
661 0 2.0841 PASS 1.000
662 0 2.0407 PASS 1.000
663 0 2.0739 PASS 1.000
664 0 2.0419 PASS 1.000
665 0 2.1680 PASS 1.000
666 0 2.0337 PASS 1.000
667 0 2.4978 PASS 1.000
668 1 2.3277 PASS 1.000
669 0 2.3083 PASS 1.000
670 0 2.0498 PASS 1.000
671 0 1.9857 PASS 1.000
672 0 2.0232 PASS 1.000
673 0 2.1478 PASS 1.000
674 0 2.1608 PASS 1.000
675 0 2.0844 PASS 1.000
676 0 2.5543 PASS 1.000
677 1 2.3006 PASS 1.000
678 0 2.1603 PASS 1.000
679 0 1.9986 PASS 1.000
680 0 2.1143 PASS 1.000
681 0 2.0818 PASS 1.000
682 0 2.0981 PASS 1.000
683 0 2.0501 PASS 1.000
684 0 2.1866 PASS 1.000
685 0 2.3974 PASS 1.000
686 0 2.1196 PASS 1.000
687 0 2.1008 PASS 1.000
688 0 2.4149 PASS 1.000
689 0 2.2335 PASS 1.000
690 0 2.2681 PASS 1.000
691 0 2.0279 PASS 1.000
692 0 1.8872 PASS 1.000
693 0 1.9029 PASS 1.000
694 0 2.3871 PASS 1.000
695 0 2.0705 PASS 1.000
696 0 1.9196 PASS 1.000
697 0 1.9617 PASS 1.000
698 0 2.3317 PASS 1.000
699 0 2.3040 PASS 1.000
700 0 1.9560 PASS 1.000
701 0 1.9330 PASS 1.000
702 0 1.7938 PASS 1.000
703 0 2.2912 PASS 1.000
704 0 1.8811 PASS 1.000
705 0 1.8765 PASS 1.000
706 0 1.8844 PASS 1.000
707 0 1.8947 PASS 1.000
708 0 2.2429 PASS 1.000
709 0 2.5423 PASS 1.000
710 0 2.1642 PASS 1.000
711 0 2.0686 PASS 1.000
712 0 1.9400 PASS 1.000
713 0 2.2973 PASS 1.000
714 0 2.4187 PASS 1.000
715 0 2.2487 PASS 1.000
716 0 2.2664 PASS 1.000
717 0 2.0162 PASS 1.000
718 0 2.2278 PASS 1.000
719 0 2.0497 PASS 1.000
720 0 1.9607 PASS 1.000
721 0 1.9356 PASS 1.000
722 0 2.5203 PASS 1.000
723 0 2.3988 PASS 1.000
724 1 2.0486 PASS 1.000
725 0 2.4115 PASS 1.000
726 0 2.0383 PASS 1.000
727 0 2.4083 PASS 1.000
728 0 2.0912 PASS 1.000
729 0 2.0786 PASS 1.000
730 0 2.3211 PASS 1.000
731 0 2.0085 PASS 1.000
732 0 2.2064 PASS 1.000
733 0 2.4406 PASS 1.000
734 1 5.4985 PASS 1.000
735 0 2.1927 PASS 1.000
736 0 2.0124 PASS 1.000
737 0 2.7389 PASS 1.000
738 0 1.8881 PASS 1.000
739 0 2.2705 PASS 1.000
740 0 2.0644 PASS 1.000
741 0 1.9621 PASS 1.000
742 0 2.1736 PASS 1.000
743 0 2.1782 PASS 1.000
744 0 2.2562 PASS 1.000
745 0 2.1196 PASS 1.000
746 0 2.0247 PASS 1.000
747 0 1.7874 PASS 1.000
748 0 2.1497 PASS 1.000
749 1 2.1484 PASS 1.000
750 0 1.8632 PASS 1.000
751 0 2.0464 PASS 1.000
752 0 2.2098 PASS 1.000
753 0 2.3696 PASS 1.000
754 0 2.1823 PASS 1.000
